Lead ID,organization_name,Industry,Contact Name,Email,Country,Service Needed,Status,Proposal Generated ,Proposal Link,Date Generated,Email Sent ,Date Sent,AI Follow-up Link,Follow-up Sent,Follow-up Date,Gmail Thread
L0967,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0968,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0969,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0970,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0971,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0972,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0973,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0974,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0975,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0976,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0977,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0978,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0979,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0980,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0981,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0982,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0983,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0984,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0985,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0986,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0987,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0988,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0989,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0990,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0991,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0992,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0993,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0994,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0995,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0996,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0997,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0998,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0999,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L1000,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
